"Ensemle_ID"	"Ensemle_ID"	"ENTREZID"	"SYMBOL"	"GENENAME"	"ERR1084811_ER"	"ERR1084806_ER"	"ERR1084805_ER"	"ERR1084775_ER"	"ERR1084765_ER"	"ERR1084764_ER"	"ERR1084763_ER"	"ERR1084808_TN"	"ERR1084809_TN"	"ERR1084807_TN"	"ERR1084810_TN"	"ERR1084803_TN"	"ERR1084802_TN"	"ERR1084801_TN"	"ERR1084804_TN"	"ERR1084800_TN"	"ERR1084799_TN"	"ERR1084798_TN"	"ERR1084768_TN"	"ERR1084766_TN"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"705"	"ENSG00000119737"	"10936"	"GPR75"	"G protein-coupled receptor 75"	82	19	189	117	70	76	78	244	158	198	36	134	102	114	315	232	126	791	321	42	157.868879761044	1.54536200613645	0.398546382053069	3.87749600981367	0.000105537057935703	0.00133329499926766
"706"	"ENSG00000119812"	"25940"	"FAM98A"	"family with sequence similarity 98 member A"	504	1403	1461	1178	1395	1319	1294	1490	1512	1695	465	1727	1090	1834	2707	2095	1504	2639	4661	517	1559.55801172911	0.965749425566405	0.273567217348096	3.53020890049685	0.00041523167034916	0.00411264388906625
"707"	"ENSG00000119862"	"29094"	"LGALSL"	"galectin like"	432	873	250	339	842	673	608	1222	1135	1630	130	1101	526	616	1097	657	676	1585	1552	168	726.9814415392	0.913754009679969	0.280890415894826	3.25306225479088	0.00114168481356801	0.009117834228212
"708"	"ENSG00000119865"	"25927"	"CNRIP1"	"cannabinoid receptor interacting protein 1"	0	1	1	0	1	0	1	1	13	2	0	6	3	3	1	2	0	4	19	148	2.36524787208978	3.02281139367591	1.05267426140868	2.87155438723353	0.00408458489014589	0.0242331260220469
"709"	"ENSG00000119899"	"26503"	"SLC17A5"	"solute carrier family 17 member 5"	200	321	481	509	504	508	505	833	1483	983	61	624	557	987	1328	932	1321	628	1820	28	614.261994384443	1.16854851207141	0.323800438979101	3.6088540082147	0.000307552617652827	0.00323293887903034
"710"	"ENSG00000119915"	"83401"	"ELOVL3"	"ELOVL fatty acid elongase 3"	102	4	138	0	93	216	182	15	15	139	0	0	19	1	12	9	4	0	4	0	37.2708420139663	-2.78651970032528	1.05832856529718	-2.6329438623277	0.00846483371769671	0.0417620756045959
"711"	"ENSG00000119919"	"159296"	"NKX2-3"	"NK2 homeobox 3"	0	0	0	680	0	0	0	1	1	2	0	8	0	0	0	13	5	11	2	2	2.37159613250695	4.14513500602294	1.28546170776654	3.22462737005602	0.00126136732218834	0.00990179011045606
"712"	"ENSG00000120051"	"159686"	"CFAP58"	"cilia and flagella associated protein 58"	4	11	13	23	4	2	1	37	1	38	4	27	0	23	255	12	31	31	6	2	21.8153121597778	2.25667643057327	0.810518828904039	2.78423689875864	0.00536538305581577	0.0298257527352438
"713"	"ENSG00000120057"	"6425"	"SFRP5"	"secreted frizzled related protein 5"	0	0	0	1	1	3	1	15	136	4	0	0	232	0	5	106	0	1	0	1	11.5567146811762	4.70207624958685	1.48809904673587	3.15978715254257	0.00157884433509547	0.0117871763098631
"714"	"ENSG00000120162"	"79817"	"MOB3B"	"MOB kinase activator 3B"	87	155	55	469	86	41	59	248	258	682	57	32	64	732	958	433	536	582	132	14	238.192399524109	1.55582701598659	0.554486016224413	2.8058904471216	0.00501777489199453	0.0283684376142144
"715"	"ENSG00000120251"	"2891"	"GRIA2"	"glutamate ionotropic receptor AMPA type subunit 2"	3492	8	5	0	439	523	429	0	4	367	0	114	0	1	48	0	0	1	0	0	231.983908493514	-4.47977744318427	1.6822992581996	-2.66288974529926	0.007747279381676	0.0391197336047779
"716"	"ENSG00000120318"	"64411"	"ARAP3"	"ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 3"	9	71	18	31	310	397	343	813	1222	1662	63	195	20	185	1213	141	384	799	289	180	386.50781115785	1.95237601600685	0.693897253401767	2.81363848384686	0.00489842821831113	0.0278497890486985
"717"	"ENSG00000120327"	"56122"	"PCDHB14"	"protocadherin beta 14"	38	3	80	53	84	87	70	55	100	565	47	213	294	117	237	950	200	490	10	19	164.020541557121	2.29015312888153	0.593351569975134	3.85969001308534	0.000113530950068509	0.00141512905151544
"718"	"ENSG00000120328"	"56124"	"PCDHB12"	"protocadherin beta 12"	0	1	5	2	2	23	21	10	5	228	0	31	14	1	23	163	2	490	2	6	39.7938410449144	3.23275987935481	1.05359860900734	3.06830310112179	0.00215278143724918	0.0149328216754124
"719"	"ENSG00000120334"	"91687"	"CENPL"	"centromere protein L"	236	484	382	219	374	317	334	230	361	709	57	244	291	472	736	503	1300	713	587	213	419.354097372346	0.9048404307828	0.339463060255312	2.66550484197681	0.00768728246804414	0.038891658427738
"720"	"ENSG00000120437"	"39"	"ACAT2"	"acetyl-CoA acetyltransferase 2"	569	1158	1407	1508	1454	1097	1056	761	1155	2296	1899	2403	1269	3755	957	1233	757	1959	2645	2834	2490.58713871353	1.85153230859296	0.606839793827091	3.05110562528554	0.00228000351328601	0.0156007441019964
"721"	"ENSG00000120457"	"3762"	"KCNJ5"	"potassium voltage-gated channel subfamily J member 5"	0	2	14	0	0	0	0	0	93	84	0	2	5	9	10	35	37	82	3	0	14.0707483864656	3.63564578760977	1.21642495481967	2.98879579311881	0.00280079253020865	0.0182772793455542
"722"	"ENSG00000120659"	"8600"	"TNFSF11"	"TNF superfamily member 11"	0	0	2	0	0	0	0	0	4	22	0	0	13	3	6	17	0	1	0	0	2.66236659859571	3.99804552688676	1.52978266145194	2.61347289888366	0.00896271916429564	0.0435790203044089
"723"	"ENSG00000120708"	"7045"	"TGFBI"	"transforming growth factor beta induced"	182	33	2082	12	103	176	161	346	776	348	452	11812	8211	463	4	216	644	926	5	459	1452.9860145846	2.82688121427761	1.02631625193122	2.75439583944837	0.00588006032853401	0.031935996503731
"724"	"ENSG00000120837"	"4801"	"NFYB"	"nuclear transcription factor Y subunit beta"	413	789	613	887	497	541	436	301	430	794	43	492	238	563	357	370	258	465	365	37	372.399193100464	-0.546894394459948	0.191464512900906	-2.85637472017072	0.00428509074145477	0.0251083724030684
"725"	"ENSG00000120885"	"1191"	"CLU"	"clusterin"	4354	6223	3332	57464	10078	10859	10072	3376	18101	9404	637	2464	253	706	756	760	2388	289	566	14	5628.14481515895	-2.0907044432316	0.780172811638298	-2.67979659383578	0.00736669092730436	0.0377355865137522
"726"	"ENSG00000120910"	"5533"	"PPP3CC"	"protein phosphatase 3 catalytic subunit gamma"	157	214	57	481	213	232	216	427	219	394	45	415	242	440	339	235	454	317	555	60	260.156624990767	0.780166671608786	0.300723727106514	2.59429702842323	0.00947845607576043	0.0454795952248388
"727"	"ENSG00000120992"	"10434"	"LYPLA1"	"lysophospholipase I"	2781	3933	2809	1953	5194	6211	6563	1535	1184	4344	43	2964	1171	775	2462	1657	1682	2144	4009	87	2173.31403061897	-1.14741084130817	0.406872983666729	-2.82007134257903	0.00480129736092572	0.027422392396559
"728"	"ENSG00000121005"	"83690"	"CRISPLD1"	"cysteine rich secretory protein LCCL domain containing 1"	117	117	96	354	72	11	8	0	172	3934	1	13	1272	10	1168	3826	9	710	1164	285	585.43081574146	3.31344121676086	1.0559555650509	3.13786046158215	0.0017018587426369	0.012471262711131
"729"	"ENSG00000121058"	"8161"	"COIL"	"coilin"	2032	1906	1440	857	967	1046	980	466	948	1062	62	872	263	731	469	585	767	679	354	161	727.468005051839	-0.973974342528884	0.277675031299191	-3.50760505174641	0.000452159788515078	0.00441307683145789
"730"	"ENSG00000121064"	"59342"	"SCPEP1"	"serine carboxypeptidase 1"	957	425	738	171	422	238	267	222	2808	3417	303	940	143	957	1273	356	1491	1963	359	178	794.18459557904	1.45249680942126	0.501226927573138	2.89788263462624	0.00375691150372058	0.0227347757286755
"731"	"ENSG00000121073"	"10237"	"SLC35B1"	"solute carrier family 35 member B1"	3062	2795	4006	1635	2554	2888	2595	1119	2136	1402	160	2207	1086	1863	997	1053	1612	1588	1130	407	1612.57729197277	-0.799271051482476	0.241696040901066	-3.30692653674722	0.000943256255783296	0.00784610904548954
"732"	"ENSG00000121270"	"85320"	"ABCC11"	"ATP binding cassette subfamily C member 11"	1438	649	3244	427	950	853	662	91	97	1083	9	921	87	72	327	161	301	209	454	0	469.786451754404	-2.01303235549571	0.638178891943619	-3.1543386672738	0.00160862292116494	0.0119550448720297
"733"	"ENSG00000121289"	"84902"	"CEP89"	"centrosomal protein 89"	1267	1107	1043	915	756	739	629	622	1524	2197	195	1263	734	2353	1464	1239	3668	2077	1041	239	1111.16541732888	0.826804667168601	0.272337123900783	3.03596019274191	0.00239771017598883	0.0162283212350088
"734"	"ENSG00000121552"	"1475"	"CSTA"	"cystatin A"	14	10	43	19	0	2	2	30	232	137	8	12	0	8	8	2	157	129	196	0	41.3437185115656	2.56873405556059	0.970397656776701	2.64709424803535	0.00811867225991103	0.0404335248600867
"735"	"ENSG00000121742"	"10804"	"GJB6"	"gap junction protein beta 6"	0	0	0	9	0	0	0	5	156	62	22	0	7	0	14	8	5	48	14	0	18.7991887323716	4.88029800154051	1.36283187651533	3.58099783666575	0.000342284488653489	0.00352319281158362
"736"	"ENSG00000121775"	"55116"	"TMEM39B"	"transmembrane protein 39B"	464	476	887	535	533	380	337	609	709	1428	56	830	712	1318	1495	853	823	853	909	70	601.607794718076	0.810617109547335	0.219107828901684	3.69962640591482	0.000215917077206002	0.00242062261886064
"737"	"ENSG00000121858"	"8743"	"TNFSF10"	"TNF superfamily member 10"	220	585	404	349	156	128	105	2870	1083	1332	688	1991	12	2614	4727	19	204	1034	3	6	925.002065468775	2.57016650691873	0.880596477792245	2.91866544068224	0.00351533282416981	0.0215866621352146
"738"	"ENSG00000121879"	"5290"	"PIK3CA"	"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha"	624	448	573	973	649	606	532	346	405	4048	753	486	676	768	1393	928	1054	2012	559	381	980.335471602984	1.31328794238914	0.464123577420973	2.82960833338133	0.00466050188266643	0.0267874168040088
"739"	"ENSG00000121898"	"119587"	"CPXM2"	"carboxypeptidase X, M14 family member 2"	560	1	41	49	62	31	35	2	46	1920	0	2	20398	12	1516	23	24	461	822	132	231.278761319842	2.87941771614631	1.0394223791452	2.77020946818008	0.00560202527978867	0.0308470117600288
"740"	"ENSG00000121940"	"23155"	"CLCC1"	"chloride channel CLIC like 1"	1323	1177	1371	1615	1545	1124	1045	1282	2035	1592	1382	1719	1591	2281	3519	2325	743	1844	2109	713	1834.36739920341	1.11487120158419	0.388512333371459	2.86959024417445	0.00411004030356152	0.0243240104374726
"741"	"ENSG00000121957"	"29899"	"GPSM2"	"G protein signaling modulator 2"	1239	1825	2929	1917	2195	1473	1507	1057	3225	2676	3030	2948	2332	3231	4910	2731	1110	2652	2963	695	2797.29003739543	1.26032368620486	0.462500277938306	2.72502254879289	0.00642970957382724	0.0341636938802202
"742"	"ENSG00000121964"	"79712"	"GTDC1"	"glycosyltransferase like domain containing 1"	386	133	406	248	327	290	255	313	781	631	42	668	551	948	1117	680	480	247	341	191	424.988816936677	1.18155252861324	0.32592676393682	3.62520866449089	0.000288728227405935	0.00306950758823488
"743"	"ENSG00000121966"	"7852"	"CXCR4"	"C-X-C motif chemokine receptor 4"	74	30	1060	240	625	168	129	1971	1663	408	64	717	882	1494	4623	3440	1114	2309	239	9	886.602013873604	2.29808333129972	0.659953676217137	3.48218884766634	0.000497332822876488	0.0047547125892685
"744"	"ENSG00000122035"	"387496"	"RASL11A"	"RAS like family 11 member A"	37	84	68	29	310	684	544	80	29	28	3	71	31	22	75	134	139	90	171	11	111.067337393917	-1.6852456677166	0.598864224649764	-2.81406969785544	0.00489186208064637	0.0278184880288622
"745"	"ENSG00000122218"	"1314"	"COPA"	"coatomer protein complex subunit alpha"	7522	6804	9283	7577	8189	8810	8403	3645	16731	19222	1814	7587	6277	7853	14716	10784	16483	10536	17907	1881	8545.35246429638	0.59148675617829	0.225894418210164	2.61842129993664	0.00883376657920828	0.0431038504321666
"746"	"ENSG00000122376"	"54537"	"SHLD2"	"shieldin complex subunit 2"	1185	1221	1769	1869	1392	1796	1694	806	773	1790	80	778	959	948	1469	865	1239	931	1249	133	971.868375512794	-0.56647506670737	0.167755105338075	-3.3767977765312	0.000733349446447787	0.00645421339999534
"747"	"ENSG00000122390"	"79903"	"NAA60"	"N(alpha)-acetyltransferase 60, NatF catalytic subunit"	246	123	155	290	126	155	154	63	154	79	10	78	74	41	151	68	54	64	40	16	92.9672957228214	-1.11482480959993	0.291516843172455	-3.82422091796741	0.00013118624883049	0.00159288043892466
"748"	"ENSG00000122420"	"5737"	"PTGFR"	"prostaglandin F receptor"	2	0	0	0	0	0	0	0	10	49	0	1	35	2	116	0	0	1	0	9	10.9458411678906	6.00221270185191	1.68091908461408	3.57079216768483	0.000355903216515483	0.00364051234771903
"749"	"ENSG00000122497"	NA	NA	NA	780	1055	828	338	1101	911	779	585	1173	1976	164	511	1277	680	2412	1428	1770	4019	1415	182	1019.01835271353	0.86872647752127	0.333735663589557	2.60303759022191	0.0092401821849153	0.044589191934457
"750"	"ENSG00000122550"	"55975"	"KLHL7"	"kelch like family member 7"	186	482	531	368	541	532	574	528	770	1410	125	1452	406	924	708	469	662	704	1277	101	565.446757445281	0.896105895448449	0.246222601674841	3.63941364177378	0.000273259557193877	0.0029360009858762
"751"	"ENSG00000122585"	"4852"	"NPY"	"neuropeptide Y"	0	0	0	0	0	0	0	0	47	8	0	0	12	0	1	4	1	0	0	2	3.58777257681861	5.23377204789184	1.79085339491533	2.92250167587799	0.00347231752482919	0.0214082110404328
"752"	"ENSG00000122641"	"3624"	"INHBA"	"inhibin subunit beta A"	160	19	78	1	16	54	41	2	244	1281	245	0	696	160	2553	1299	50	12	12	5	330.196376042113	3.46617616078014	1.05890187737997	3.27336860461186	0.00106273788338945	0.00865334569005128
"753"	"ENSG00000122642"	"11328"	"FKBP9"	"FK506 binding protein 9"	758	2509	1551	2130	1478	1331	1357	4882	1726	3796	1121	2237	5619	1101	2110	1358	1207	957	3721	1151	2361.84677437776	1.23966429633375	0.459574725703404	2.69741616977821	0.00698798768051702	0.0362559748559683
"754"	"ENSG00000122644"	"10124"	"ARL4A"	"ADP ribosylation factor like GTPase 4A"	254	204	378	143	244	184	219	136	342	338	62	604	299	299	247	415	319	476	321	38	248.754019314936	0.616724792667173	0.237842094225793	2.59300101891002	0.00951424887148826	0.0456179534099676
"755"	"ENSG00000122678"	"27434"	"POLM"	"DNA polymerase mu"	929	2022	1753	1460	1947	2383	1946	954	786	692	126	712	562	628	981	534	288	710	671	5	843.500914834558	-1.38327170836076	0.364535513736319	-3.79461439622952	0.000147873091775701	0.00176365055843625
"756"	"ENSG00000122718"	NA	NA	NA	1	0	0	0	0	0	0	0	1	14	0	0	3	0	3	18	5	0	3	0	1.85496859046677	3.91728822789842	1.48085998548538	2.64527927440383	0.0081623519616059	0.0405904446145313
"757"	"ENSG00000122729"	"48"	"ACO1"	"aconitase 1"	258	404	1165	888	168	109	106	707	737	1528	171	661	218	790	603	1374	756	588	1819	279	641.982703092088	1.25632139755054	0.454689437951819	2.76303184698929	0.00572671785332861	0.031329709874687
"758"	"ENSG00000122861"	"5328"	"PLAU"	"plasminogen activator, urokinase"	152	124	2026	25	4	9	2	44764	946	38	21	314	84	223	522	190	1193	195	5	16	188.658530749862	2.13288943045828	0.808554366244246	2.63790478352816	0.00834200009342353	0.041319289225726
"759"	"ENSG00000122970"	"28981"	"IFT81"	"intraflagellar transport 81"	381	513	426	494	461	340	365	79	201	607	23	283	121	253	307	246	158	217	221	55	245.491292316935	-0.795849855417898	0.239109338097245	-3.32839303454651	0.000873485405710837	0.00740429920348356
"760"	"ENSG00000123096"	"8082"	"SSPN"	"sarcospan"	122	32	128	31	259	166	187	225	1169	505	98	105	163	452	431	280	250	40	482	3	229.925699223366	1.49051816947496	0.566705992376281	2.63014365389892	0.00853487945648706	0.0420313679784942
"761"	"ENSG00000123146"	"976"	"ADGRE5"	"adhesion G protein-coupled receptor E5"	161	419	978	1038	398	562	459	2849	697	2685	425	176	1709	1178	1826	663	2878	585	1569	379	1099.36176105924	1.71746096283161	0.465460544428937	3.68980998150707	0.000224421619408931	0.00249826222930307
"762"	"ENSG00000123159"	"10755"	"GIPC1"	"GIPC PDZ domain containing family member 1"	2762	5590	5663	5321	2487	2939	2435	8598	5325	11811	1309	7250	3114	13147	5635	3632	7779	9337	7214	400	4912.95102965009	0.95437795329506	0.29172467352892	3.27150234414591	0.00106977701664992	0.00869605612244748
"763"	"ENSG00000123201"	"2974"	"GUCY1B2"	"guanylate cyclase 1 soluble subunit beta 2 (pseudogene)"	585	496	233	89	171	167	184	35	57	165	26	7	73	7	294	18	2	0	60	7	116.804510796605	-1.99526026658789	0.774507686052177	-2.57616586964829	0.00999027089943346	0.04727802866825
"764"	"ENSG00000123240"	"10133"	"OPTN"	"optineurin"	539	723	2838	311	993	987	901	1379	4810	3115	163	1486	3152	5815	2588	1271	5878	3690	797	176	1765.92462352617	1.49894659414194	0.440059606966968	3.40623536087113	0.000658653710333005	0.00590985660653566
"765"	"ENSG00000123243"	"80760"	"ITIH5"	"inter-alpha-trypsin inhibitor heavy chain family member 5"	0	0	0	0	0	0	0	0	23	494	0	1	16	0	0	1	0	17	0	18	7.93413015769239	6.33535366904965	1.93011846401591	3.28236519527821	0.00102940192078647	0.00842901160676451
"766"	"ENSG00000123349"	"5204"	"PFDN5"	"prefoldin subunit 5"	3018	3998	3215	3950	2495	2453	2159	1139	1496	1521	291	2007	2392	2512	1396	1703	1728	2239	1426	437	1874.53108841065	-0.612776654133885	0.220467045531358	-2.77944784290552	0.00544513970886219	0.0301731838462558
"767"	"ENSG00000123352"	"65244"	"SPATS2"	"spermatogenesis associated serine rich 2"	1485	1601	2391	4020	1449	1561	1271	1010	1328	999	118	1623	806	1421	1612	751	1586	847	1060	189	1164.66535133869	-0.669442610252831	0.235749443691558	-2.83963601258247	0.00451650363089349	0.026108516801288
"768"	"ENSG00000123384"	"4035"	"LRP1"	"LDL receptor related protein 1"	319	2053	2959	472	1280	1031	906	19524	1470	13279	104	1451	5708	306	2553	5006	2210	1170	2930	498	2977.86191101803	2.01142507369242	0.657840246750775	3.05761935914885	0.0022310277091013	0.0153369972608608
"769"	"ENSG00000123407"	"3228"	"HOXC12"	"homeobox C12"	4	1	23	16	8	12	3	0	16	102	38	55	0	25	0	218	63	58	9	2	35.3398240602712	2.78074474004956	0.967629266674955	2.87377080852977	0.00405603183112104	0.0240974887417847
"770"	"ENSG00000123473"	"6491"	"STIL"	"STIL, centriolar assembly protein"	435	676	1809	595	631	532	515	1429	1357	1954	109	699	649	1389	1395	1125	1768	1596	1109	223	885.44324763433	0.871639726075292	0.262398941849936	3.32181113205013	0.000894352093110263	0.00752979036220274
"771"	"ENSG00000123505"	"262"	"AMD1"	"adenosylmethionine decarboxylase 1"	304	289	2872	1074	1789	1739	1654	1467	3516	7942	153	2068	2333	2015	6554	2608	8919	4428	3044	224	2248.97143744038	1.42684935469681	0.443656712993129	3.21611127006413	0.00129940440140391	0.0101445969771783
"772"	"ENSG00000123562"	"9643"	"MORF4L2"	"mortality factor 4 like 2"	13466	9330	10587	10700	7974	8045	7797	3291	8970	7033	922	8011	5049	6566	9703	6768	6866	5640	7458	715	6252.88380157171	-0.515652477785931	0.171675979424647	-3.00363789689205	0.00266772623745711	0.0176149184365024
"773"	"ENSG00000123609"	"9111"	"NMI"	"N-myc and STAT interactor"	275	153	296	561	79	45	72	440	882	344	203	796	427	1293	1431	728	326	238	112	11	406.000526766612	1.69723531836758	0.547093644617363	3.10227569825752	0.00192039017367516	0.0136424358985353
"774"	"ENSG00000123728"	"57826"	"RAP2C"	"RAP2C, member of RAS oncogene family"	873	752	2177	3893	1046	884	826	953	450	474	38	552	430	494	979	262	604	839	634	62	709.775260739469	-1.26962286336923	0.354483763907786	-3.58161076087961	0.000341482306931687	0.00351631584762362
"775"	"ENSG00000123739"	"81579"	"PLA2G12A"	"phospholipase A2 group XIIA"	2484	2207	1924	2304	3029	3240	3072	650	1371	1669	25	809	1057	1057	2476	858	1853	709	1422	26	1307.06859050819	-1.23390361419998	0.381907510021118	-3.23089643911887	0.0012340264218511	0.00971332862121512
"776"	"ENSG00000123965"	NA	NA	NA	107	228	176	187	165	135	187	102	80	104	22	63	57	118	110	93	30	104	95	17	97.5337802842432	-0.828952106047792	0.236669546335858	-3.50257191464518	0.000460789375698395	0.00448261237256744
"777"	"ENSG00000124102"	"5266"	"PI3"	"peptidase inhibitor 3"	7	0	30	2	0	0	0	98	291	61	758	0	0	48	2	120	2	6	1348	4	84.5109967410959	5.04043938972785	1.39034100937729	3.62532598530296	0.000288597175364031	0.00306935852322483
"778"	"ENSG00000124126"	"57580"	"PREX1"	"phosphatidylinositol-3,4,5-trisphosphate dependent Rac exchange factor 1"	2912	112	15310	1122	4082	7104	6674	78	152	430	0	322	2029	522	2236	182	128	225	2	15	1719.83415148461	-3.29409224944285	0.914981305502944	-3.60017437474546	0.00031800384679649	0.00331885670112675
"779"	"ENSG00000124160"	"57727"	"NCOA5"	"nuclear receptor coactivator 5"	2801	1678	2443	3344	2250	2418	1989	1439	2236	1849	319	1442	1786	1653	1729	1568	1521	1796	1452	284	1611.43286807465	-0.41384463475536	0.151203840535879	-2.73699816941594	0.00620026380579635	0.0332340729275743
"780"	"ENSG00000124171"	"84612"	"PARD6B"	"par-6 family cell polarity regulator beta"	6661	1363	1021	2128	768	913	972	662	181	386	2	372	302	1251	1119	175	502	534	870	4	841.517862935744	-2.03190752619257	0.629915177782534	-3.22568434268469	0.00125671875971496	0.00987712403687273
"781"	"ENSG00000124191"	"84969"	"TOX2"	"TOX high mobility group box family member 2"	497	0	15	1	1	0	0	479	83	8	0	66	87	88	0	138	112	65	0	46	69.4262263557078	3.89733657456328	1.26345018112853	3.08467768082642	0.00203772853491376	0.0142973532063091
